year,unique_id,buffer_pix_sum,buffer_pix_count,ring_pix_sum,ring_pix_count,buffer_area,ring_area,radius
2009,VNM98,6436,483,4280,899,313654849.0546,313654849.0545826,10000
2010,VNM98,7251,483,4453,899,313654849.0546,313654849.0545826,10000
2011,VNM98,7333,483,4489,899,313654849.0546,313654849.0545826,10000
2012,VNM98,7173,484,4955,960,313654849.0546,313654849.0545826,10000
2013,VNM98,9063,484,6088,960,313654849.0546,313654849.0545826,10000
2014,VNM98,9220,484,5203,960,313654849.0546,313654849.0545826,10000
2015,VNM98,9989,484,5557,960,313654849.0546,313654849.0545826,10000
2016,VNM98,10200,484,5829,960,313654849.0546,313654849.0545826,10000
2017,VNM98,11492,484,7027,960,313654849.0546,313654849.0545826,10000
2018,VNM98,11672,484,6979,960,313654849.0546,313654849.0545826,10000
1992,VNM373,1028,506,900,930,313654849.0546005,313654849.05458075,10000
1993,VNM373,1286,506,1321,930,313654849.0546005,313654849.05458075,10000
1994,VNM373,1123,506,1305,930,313654849.0546005,313654849.05458075,10000
1995,VNM373,1545,506,1739,930,313654849.0546005,313654849.05458075,10000
1996,VNM373,1560,506,1643,930,313654849.0546005,313654849.05458075,10000
1997,VNM373,2107,506,2322,930,313654849.0546005,313654849.05458075,10000
1998,VNM373,2233,506,2474,930,313654849.0546005,313654849.05458075,10000
1999,VNM373,2257,506,2694,930,313654849.0546005,313654849.05458075,10000
2000,VNM373,2546,506,3217,930,313654849.0546005,313654849.05458075,10000
2001,VNM373,2659,506,3390,930,313654849.0546005,313654849.05458075,10000
2002,VNM373,2819,506,3541,930,313654849.0546005,313654849.05458075,10000
2003,VNM373,3260,506,4348,930,313654849.0546005,313654849.05458075,10000
2004,VNM373,3525,506,4038,930,313654849.0546005,313654849.05458075,10000
2005,VNM373,3092,506,3663,930,313654849.0546005,313654849.05458075,10000
2006,VNM373,3528,506,4106,930,313654849.0546005,313654849.05458075,10000
2007,VNM373,3462,506,3826,930,313654849.0546005,313654849.05458075,10000
2008,VNM373,3501,506,3834,930,313654849.0546005,313654849.05458075,10000
2009,VNM373,3843,462,4012,928,313654849.0546005,313654849.05458075,10000
2010,VNM373,3541,462,3752,928,313654849.0546005,313654849.05458075,10000
2011,VNM373,4125,462,3893,928,313654849.0546005,313654849.05458075,10000
2012,VNM373,4649,506,4536,930,313654849.0546005,313654849.05458075,10000
2013,VNM373,5227,506,4996,930,313654849.0546005,313654849.05458075,10000
2014,VNM373,4774,506,4414,930,313654849.0546005,313654849.05458075,10000
2015,VNM373,5316,506,4944,930,313654849.0546005,313654849.05458075,10000
2016,VNM373,5587,506,5185,930,313654849.0546005,313654849.05458075,10000
2017,VNM373,6332,506,5854,930,313654849.0546005,313654849.05458075,10000
2018,VNM373,6246,506,5882,930,313654849.0546005,313654849.05458075,10000
1992,VNM169,0,484,48,960,313654849.0546,313654849.0545826,10000
1993,VNM169,0,484,81,960,313654849.0546,313654849.0545826,10000
1994,VNM169,113,484,206,960,313654849.0546,313654849.0545826,10000
1995,VNM169,162,484,315,960,313654849.0546,313654849.0545826,10000
1996,VNM169,272,484,315,960,313654849.0546,313654849.0545826,10000
1997,VNM169,612,484,474,960,313654849.0546,313654849.0545826,10000
1998,VNM169,1284,484,569,960,313654849.0546,313654849.0545826,10000
1999,VNM169,1581,484,644,960,313654849.0546,313654849.0545826,10000
2000,VNM169,1860,484,650,960,313654849.0546,313654849.0545826,10000
2001,VNM169,2136,484,809,960,313654849.0546,313654849.0545826,10000
2002,VNM169,2225,484,796,960,313654849.0546,313654849.0545826,10000
2003,VNM169,2618,484,1114,960,313654849.0546,313654849.0545826,10000
2004,VNM169,2461,484,1238,960,313654849.0546,313654849.0545826,10000
2005,VNM169,2031,484,939,960,313654849.0546,313654849.0545826,10000
2006,VNM169,1974,484,1053,960,313654849.0546,313654849.0545826,10000
2007,VNM169,2077,484,1194,960,313654849.0546,313654849.0545826,10000
2008,VNM169,1802,484,1003,960,313654849.0546,313654849.0545826,10000
2009,VNM169,1838,483,883,930,313654849.0546,313654849.0545826,10000
2010,VNM169,2028,483,1144,930,313654849.0546,313654849.0545826,10000
2011,VNM169,2155,483,1238,930,313654849.0546,313654849.0545826,10000
2012,VNM169,2702,484,1501,960,313654849.0546,313654849.0545826,10000
2013,VNM169,3016,484,1483,960,313654849.0546,313654849.0545826,10000
2014,VNM169,5487,484,2421,960,313654849.0546,313654849.0545826,10000
2015,VNM169,7235,484,2755,960,313654849.0546,313654849.0545826,10000
2016,VNM169,8960,484,3430,960,313654849.0546,313654849.0545826,10000
2017,VNM169,10620,484,4988,960,313654849.0546,313654849.0545826,10000
2018,VNM169,12319,484,5994,960,313654849.0546,313654849.0545826,10000
1992,VNM158,107,484,401,992,313654849.05460197,313654849.0545786,10000
1993,VNM158,285,484,791,992,313654849.05460197,313654849.0545786,10000
1994,VNM158,318,484,953,992,313654849.05460197,313654849.0545786,10000
1995,VNM158,498,484,1126,992,313654849.05460197,313654849.0545786,10000
1996,VNM158,464,484,1203,992,313654849.05460197,313654849.0545786,10000
1997,VNM158,330,484,1209,992,313654849.05460197,313654849.0545786,10000
1998,VNM158,680,484,1466,992,313654849.05460197,313654849.0545786,10000
1999,VNM158,804,484,1554,992,313654849.05460197,313654849.0545786,10000
2000,VNM158,863,484,1585,992,313654849.05460197,313654849.0545786,10000
2001,VNM158,1234,484,2141,992,313654849.05460197,313654849.0545786,10000
2002,VNM158,1418,484,2515,992,313654849.05460197,313654849.0545786,10000
2003,VNM158,1758,484,2789,992,313654849.05460197,313654849.0545786,10000
2004,VNM158,1785,484,2860,992,313654849.05460197,313654849.0545786,10000
2005,VNM158,2011,484,2918,992,313654849.05460197,313654849.0545786,10000
2006,VNM158,1701,484,2957,992,313654849.05460197,313654849.0545786,10000
2007,VNM158,2665,484,3462,992,313654849.05460197,313654849.0545786,10000
2008,VNM158,2418,484,3052,992,313654849.05460197,313654849.0545786,10000
2009,VNM158,2669,506,3492,961,313654849.05460197,313654849.0545786,10000
2010,VNM158,2365,506,3437,961,313654849.05460197,313654849.0545786,10000
2011,VNM158,2669,506,3614,961,313654849.05460197,313654849.0545786,10000
2012,VNM158,3276,484,3964,992,313654849.05460197,313654849.0545786,10000
2013,VNM158,3138,484,4006,992,313654849.05460197,313654849.0545786,10000
2014,VNM158,3987,484,4957,992,313654849.05460197,313654849.0545786,10000
2015,VNM158,4812,484,5571,992,313654849.05460197,313654849.0545786,10000
2016,VNM158,4962,484,5278,992,313654849.05460197,313654849.0545786,10000
2017,VNM158,5763,484,5888,992,313654849.05460197,313654849.0545786,10000
2018,VNM158,6907,484,6928,992,313654849.05460197,313654849.0545786,10000
1992,VNM342,815,529,752,961,313654849.05460197,313654849.0545786,10000
1993,VNM342,1117,529,1023,961,313654849.05460197,313654849.0545786,10000
1994,VNM342,1131,529,994,961,313654849.05460197,313654849.0545786,10000
1995,VNM342,1583,529,1234,961,313654849.05460197,313654849.0545786,10000
1996,VNM342,1372,529,1034,961,313654849.05460197,313654849.0545786,10000
1997,VNM342,2004,529,1411,961,313654849.05460197,313654849.0545786,10000
1998,VNM342,2034,529,1868,961,313654849.05460197,313654849.0545786,10000
1999,VNM342,3134,529,2948,961,313654849.05460197,313654849.0545786,10000
2000,VNM342,4038,529,3753,961,313654849.05460197,313654849.0545786,10000
2001,VNM342,5482,529,5183,961,313654849.05460197,313654849.0545786,10000
2002,VNM342,6051,529,5507,961,313654849.05460197,313654849.0545786,10000
2003,VNM342,5152,529,5140,961,313654849.05460197,313654849.0545786,10000
2004,VNM342,5650,529,5234,961,313654849.05460197,313654849.0545786,10000
2005,VNM342,6493,529,6010,961,313654849.05460197,313654849.0545786,10000
2006,VNM342,6397,529,5559,961,313654849.05460197,313654849.0545786,10000
2007,VNM342,7374,529,6780,961,313654849.05460197,313654849.0545786,10000
2008,VNM342,7376,529,6296,961,313654849.05460197,313654849.0545786,10000
2009,VNM342,7554,484,6869,992,313654849.05460197,313654849.0545786,10000
2010,VNM342,10266,484,8249,992,313654849.05460197,313654849.0545786,10000
2011,VNM342,10901,484,8845,992,313654849.05460197,313654849.0545786,10000
2012,VNM342,12781,529,9923,961,313654849.05460197,313654849.0545786,10000
2013,VNM342,13861,529,10635,961,313654849.05460197,313654849.0545786,10000
2014,VNM342,16212,529,12367,961,313654849.05460197,313654849.0545786,10000
2015,VNM342,17394,529,13992,961,313654849.05460197,313654849.0545786,10000
2016,VNM342,17940,529,14666,961,313654849.05460197,313654849.0545786,10000
2017,VNM342,19193,529,16469,961,313654849.05460197,313654849.0545786,10000
2018,VNM342,19998,529,17849,961,313654849.05460197,313654849.0545786,10000
1992,VNM144,46,484,0,960,313654849.05460197,313654849.0545786,10000
1993,VNM144,209,484,0,960,313654849.05460197,313654849.0545786,10000
1994,VNM144,238,484,0,960,313654849.05460197,313654849.0545786,10000
1995,VNM144,393,484,0,960,313654849.05460197,313654849.0545786,10000
1996,VNM144,388,484,0,960,313654849.05460197,313654849.0545786,10000
1997,VNM144,582,484,24,960,313654849.05460197,313654849.0545786,10000
1998,VNM144,888,484,44,960,313654849.05460197,313654849.0545786,10000
1999,VNM144,1043,484,76,960,313654849.05460197,313654849.0545786,10000
2000,VNM144,1468,484,140,960,313654849.05460197,313654849.0545786,10000
2001,VNM144,1685,484,112,960,313654849.05460197,313654849.0545786,10000
2002,VNM144,2095,484,150,960,313654849.05460197,313654849.0545786,10000
2003,VNM144,2229,484,170,960,313654849.05460197,313654849.0545786,10000
2004,VNM144,2646,484,369,960,313654849.05460197,313654849.0545786,10000
2005,VNM144,2609,484,542,960,313654849.05460197,313654849.0545786,10000
2006,VNM144,2425,484,171,960,313654849.05460197,313654849.0545786,10000
2007,VNM144,2824,484,284,960,313654849.05460197,313654849.0545786,10000
2008,VNM144,2441,484,292,960,313654849.05460197,313654849.0545786,10000
2009,VNM144,3471,506,304,961,313654849.05460197,313654849.0545786,10000
2010,VNM144,3426,506,665,961,313654849.05460197,313654849.0545786,10000
2011,VNM144,3347,506,366,961,313654849.05460197,313654849.0545786,10000
2012,VNM144,4623,484,1363,960,313654849.05460197,313654849.0545786,10000
2013,VNM144,4723,484,875,960,313654849.05460197,313654849.0545786,10000
2014,VNM144,4689,484,2061,960,313654849.05460197,313654849.0545786,10000
2015,VNM144,5606,484,2194,960,313654849.05460197,313654849.0545786,10000
2016,VNM144,5528,484,2269,960,313654849.05460197,313654849.0545786,10000
2017,VNM144,6954,484,3057,960,313654849.05460197,313654849.0545786,10000
2018,VNM144,7797,484,3323,960,313654849.05460197,313654849.0545786,10000
1992,VNM281,1086,483,733,899,313654849.0546,313654849.0545826,10000
1993,VNM281,1515,483,919,899,313654849.0546,313654849.0545826,10000
1994,VNM281,1321,483,914,899,313654849.0546,313654849.0545826,10000
1995,VNM281,1812,483,1262,899,313654849.0546,313654849.0545826,10000
1996,VNM281,1719,483,1131,899,313654849.0546,313654849.0545826,10000
1997,VNM281,2516,483,1760,899,313654849.0546,313654849.0545826,10000
1998,VNM281,2572,483,1820,899,313654849.0546,313654849.0545826,10000
1999,VNM281,2807,483,1932,899,313654849.0546,313654849.0545826,10000
2000,VNM281,2812,483,1956,899,313654849.0546,313654849.0545826,10000
2001,VNM281,2792,483,1933,899,313654849.0546,313654849.0545826,10000
2002,VNM281,3199,483,2169,899,313654849.0546,313654849.0545826,10000
2003,VNM281,3848,483,2503,899,313654849.0546,313654849.0545826,10000
2004,VNM281,3908,483,2532,899,313654849.0546,313654849.0545826,10000
2005,VNM281,3311,483,2230,899,313654849.0546,313654849.0545826,10000
2006,VNM281,3240,483,2241,899,313654849.0546,313654849.0545826,10000
2007,VNM281,3175,483,2162,899,313654849.0546,313654849.0545826,10000
2008,VNM281,2872,483,1934,899,313654849.0546,313654849.0545826,10000
2009,VNM281,3027,484,2017,960,313654849.0546,313654849.0545826,10000
2010,VNM281,2578,484,1575,960,313654849.0546,313654849.0545826,10000
2011,VNM281,2851,484,1937,960,313654849.0546,313654849.0545826,10000
2012,VNM281,2696,483,1826,899,313654849.0546,313654849.0545826,10000
2013,VNM281,3120,483,2196,899,313654849.0546,313654849.0545826,10000
2014,VNM281,2494,483,2116,899,313654849.0546,313654849.0545826,10000
2015,VNM281,3057,483,2773,899,313654849.0546,313654849.0545826,10000
2016,VNM281,3208,483,2727,899,313654849.0546,313654849.0545826,10000
2017,VNM281,3912,483,3762,899,313654849.0546,313654849.0545826,10000
2018,VNM281,3682,483,3671,899,313654849.0546,313654849.0545826,10000
1992,VNM229,0,506,79,961,313654849.05460197,313654849.0545786,10000
1993,VNM229,40,506,236,961,313654849.05460197,313654849.0545786,10000
1994,VNM229,109,506,212,961,313654849.05460197,313654849.0545786,10000
1995,VNM229,301,506,382,961,313654849.05460197,313654849.0545786,10000
1996,VNM229,241,506,354,961,313654849.05460197,313654849.0545786,10000
1997,VNM229,153,506,426,961,313654849.05460197,313654849.0545786,10000
1998,VNM229,72,506,540,961,313654849.05460197,313654849.0545786,10000
1999,VNM229,135,506,737,961,313654849.05460197,313654849.0545786,10000
2000,VNM229,219,506,906,961,313654849.05460197,313654849.0545786,10000
2001,VNM229,233,506,1201,961,313654849.05460197,313654849.0545786,10000
2002,VNM229,287,506,1164,961,313654849.05460197,313654849.0545786,10000
2003,VNM229,255,506,1302,961,313654849.05460197,313654849.0545786,10000
2004,VNM229,403,506,1394,961,313654849.05460197,313654849.0545786,10000
2005,VNM229,276,506,1304,961,313654849.05460197,313654849.0545786,10000
2006,VNM229,198,506,1356,961,313654849.05460197,313654849.0545786,10000
2007,VNM229,346,506,1493,961,313654849.05460197,313654849.0545786,10000
2008,VNM229,339,506,1313,961,313654849.05460197,313654849.0545786,10000
2009,VNM229,317,484,1462,992,313654849.05460197,313654849.0545786,10000
2010,VNM229,821,484,2013,992,313654849.05460197,313654849.0545786,10000
2011,VNM229,788,484,1898,992,313654849.05460197,313654849.0545786,10000
2012,VNM229,602,506,2652,961,313654849.05460197,313654849.0545786,10000
2013,VNM229,567,506,2650,961,313654849.05460197,313654849.0545786,10000
2014,VNM229,2678,506,3681,961,313654849.05460197,313654849.0545786,10000
2015,VNM229,3432,506,4845,961,313654849.05460197,313654849.0545786,10000
2016,VNM229,4010,506,5101,961,313654849.05460197,313654849.0545786,10000
2017,VNM229,4590,506,5508,961,313654849.05460197,313654849.0545786,10000
2018,VNM229,6797,506,7068,961,313654849.05460197,313654849.0545786,10000
1992,VNM431,499,506,863,992,313654849.05460197,313654849.0545786,10000
1993,VNM431,643,506,1183,992,313654849.05460197,313654849.0545786,10000
1994,VNM431,717,506,1245,992,313654849.05460197,313654849.0545786,10000
1995,VNM431,1270,506,1841,992,313654849.05460197,313654849.0545786,10000
1996,VNM431,955,506,1811,992,313654849.05460197,313654849.0545786,10000
1997,VNM431,2092,506,3057,992,313654849.05460197,313654849.0545786,10000
1998,VNM431,2218,506,3228,992,313654849.05460197,313654849.0545786,10000
1999,VNM431,2950,506,3953,992,313654849.05460197,313654849.0545786,10000
2000,VNM431,3919,506,4976,992,313654849.05460197,313654849.0545786,10000
2001,VNM431,4700,506,6112,992,313654849.05460197,313654849.0545786,10000
2002,VNM431,5261,506,6869,992,313654849.05460197,313654849.0545786,10000
2003,VNM431,6736,506,7954,992,313654849.05460197,313654849.0545786,10000
2004,VNM431,6667,506,7994,992,313654849.05460197,313654849.0545786,10000
2005,VNM431,7903,506,9055,992,313654849.05460197,313654849.0545786,10000
2006,VNM431,8068,506,9526,992,313654849.05460197,313654849.0545786,10000
2007,VNM431,10136,506,10259,992,313654849.05460197,313654849.0545786,10000
2008,VNM431,11629,506,9843,992,313654849.05460197,313654849.0545786,10000
2009,VNM431,12610,506,10531,992,313654849.05460197,313654849.0545786,10000
2010,VNM431,14252,506,11596,992,313654849.05460197,313654849.0545786,10000
2011,VNM431,14089,506,11147,992,313654849.05460197,313654849.0545786,10000
2012,VNM431,16550,506,12165,992,313654849.05460197,313654849.0545786,10000
2013,VNM431,17117,506,12559,992,313654849.05460197,313654849.0545786,10000
2014,VNM431,15545,506,10974,992,313654849.05460197,313654849.0545786,10000
2015,VNM431,16529,506,11653,992,313654849.05460197,313654849.0545786,10000
2016,VNM431,17119,506,12186,992,313654849.05460197,313654849.0545786,10000
2017,VNM431,18003,506,13129,992,313654849.05460197,313654849.0545786,10000
2018,VNM431,18649,506,14093,992,313654849.05460197,313654849.0545786,10000
1992,VNM189,0,506,0,930,313654849.05460197,313654849.0545786,10000
1993,VNM189,0,506,60,930,313654849.05460197,313654849.0545786,10000
1994,VNM189,21,506,77,930,313654849.05460197,313654849.0545786,10000
1995,VNM189,0,506,97,930,313654849.05460197,313654849.0545786,10000
1996,VNM189,0,506,94,930,313654849.05460197,313654849.0545786,10000
1997,VNM189,0,506,57,930,313654849.05460197,313654849.0545786,10000
1998,VNM189,36,506,147,930,313654849.05460197,313654849.0545786,10000
1999,VNM189,49,506,214,930,313654849.05460197,313654849.0545786,10000
2000,VNM189,184,506,235,930,313654849.05460197,313654849.0545786,10000
2001,VNM189,101,506,200,930,313654849.05460197,313654849.0545786,10000
2002,VNM189,56,506,238,930,313654849.05460197,313654849.0545786,10000
2003,VNM189,305,506,462,930,313654849.05460197,313654849.0545786,10000
2004,VNM189,981,506,747,930,313654849.05460197,313654849.0545786,10000
2005,VNM189,682,506,441,930,313654849.05460197,313654849.0545786,10000
2006,VNM189,421,506,504,930,313654849.05460197,313654849.0545786,10000
2007,VNM189,442,506,363,930,313654849.05460197,313654849.0545786,10000
2008,VNM189,668,506,328,930,313654849.05460197,313654849.0545786,10000
2009,VNM189,489,506,341,960,313654849.05460197,313654849.0545786,10000
2010,VNM189,1274,506,664,960,313654849.05460197,313654849.0545786,10000
2011,VNM189,1680,506,673,960,313654849.05460197,313654849.0545786,10000
2012,VNM189,2689,506,785,930,313654849.05460197,313654849.0545786,10000
2013,VNM189,2914,506,1069,930,313654849.05460197,313654849.0545786,10000
2014,VNM189,5522,506,2760,930,313654849.05460197,313654849.0545786,10000
2015,VNM189,7375,506,3713,930,313654849.05460197,313654849.0545786,10000
2016,VNM189,8000,506,4051,930,313654849.05460197,313654849.0545786,10000
2017,VNM189,8796,506,4928,930,313654849.05460197,313654849.0545786,10000
2018,VNM189,8311,506,4712,930,313654849.05460197,313654849.0545786,10000
1992,VNM64,1870,483,1871,899,313654849.0546,313654849.0545826,10000
1993,VNM64,1858,483,1936,899,313654849.0546,313654849.0545826,10000
1994,VNM64,1792,483,1774,899,313654849.0546,313654849.0545826,10000
1995,VNM64,2350,483,2297,899,313654849.0546,313654849.0545826,10000
1996,VNM64,2295,483,2169,899,313654849.0546,313654849.0545826,10000
1997,VNM64,4203,483,3668,899,313654849.0546,313654849.0545826,10000
1998,VNM64,4146,483,3658,899,313654849.0546,313654849.0545826,10000
1999,VNM64,4428,483,3795,899,313654849.0546,313654849.0545826,10000
2000,VNM64,4984,483,4254,899,313654849.0546,313654849.0545826,10000
2001,VNM64,5198,483,4467,899,313654849.0546,313654849.0545826,10000
2002,VNM64,5526,483,4838,899,313654849.0546,313654849.0545826,10000
2003,VNM64,7569,483,6348,899,313654849.0546,313654849.0545826,10000
2004,VNM64,6753,483,6623,899,313654849.0546,313654849.0545826,10000
2005,VNM64,6496,483,5648,899,313654849.0546,313654849.0545826,10000
2006,VNM64,7064,483,6260,899,313654849.0546,313654849.0545826,10000
2007,VNM64,6822,483,6076,899,313654849.0546,313654849.0545826,10000
2008,VNM64,7632,483,6725,899,313654849.0546,313654849.0545826,10000
2009,VNM64,6994,506,6593,960,313654849.0546,313654849.0545826,10000
2010,VNM64,7306,506,6594,960,313654849.0546,313654849.0545826,10000
2011,VNM64,7417,506,7343,960,313654849.0546,313654849.0545826,10000
2012,VNM64,7858,483,6813,899,313654849.0546,313654849.0545826,10000
2013,VNM64,9740,483,8594,899,313654849.0546,313654849.0545826,10000
2014,VNM64,8940,483,7636,899,313654849.0546,313654849.0545826,10000
2015,VNM64,10350,483,8304,899,313654849.0546,313654849.0545826,10000
2016,VNM64,11398,483,8878,899,313654849.0546,313654849.0545826,10000
2017,VNM64,12416,483,10256,899,313654849.0546,313654849.0545826,10000
2018,VNM64,11184,483,9767,899,313654849.0546,313654849.0545826,10000
1992,CHN55,2436,437,2780,837,313654849.0546005,313654849.05458075,10000
1993,CHN55,2479,437,2555,837,313654849.0546005,313654849.05458075,10000
1994,CHN55,2245,437,2536,837,313654849.0546005,313654849.05458075,10000
1995,CHN55,3248,437,3664,837,313654849.0546005,313654849.05458075,10000
1996,CHN55,2509,437,2892,837,313654849.0546005,313654849.05458075,10000
1997,CHN55,3721,437,3800,837,313654849.0546005,313654849.05458075,10000
1998,CHN55,3353,437,4037,837,313654849.0546005,313654849.05458075,10000
1999,CHN55,3370,437,4066,837,313654849.0546005,313654849.05458075,10000
2000,CHN55,3694,437,4336,837,313654849.0546005,313654849.05458075,10000
2001,CHN55,4400,437,5192,837,313654849.0546005,313654849.05458075,10000
2002,CHN55,6443,437,6780,837,313654849.0546005,313654849.05458075,10000
2003,CHN55,6806,437,7669,837,313654849.0546005,313654849.05458075,10000
2004,CHN55,8239,437,8348,837,313654849.0546005,313654849.05458075,10000
2005,CHN55,8206,437,9233,837,313654849.0546005,313654849.05458075,10000
2006,CHN55,10550,437,10276,837,313654849.0546005,313654849.05458075,10000
2007,CHN55,11020,437,10709,837,313654849.0546005,313654849.05458075,10000
2008,CHN55,11350,437,11097,837,313654849.0546005,313654849.05458075,10000
2009,CHN55,10476,440,9104,896,313654849.0546005,313654849.05458075,10000
2010,CHN55,13207,440,12959,896,313654849.0546005,313654849.05458075,10000
2011,CHN55,14030,440,13016,896,313654849.0546005,313654849.05458075,10000
2012,CHN55,13328,437,13316,837,313654849.0546005,313654849.05458075,10000
2013,CHN55,15189,437,15122,837,313654849.0546005,313654849.05458075,10000
2014,CHN55,14845,437,13316,837,313654849.0546005,313654849.05458075,10000
2015,CHN55,14726,437,13488,837,313654849.0546005,313654849.05458075,10000
2016,CHN55,15355,437,13711,837,313654849.0546005,313654849.05458075,10000
2017,CHN55,16195,437,14405,837,313654849.0546005,313654849.05458075,10000
2018,CHN55,16254,437,14594,837,313654849.0546005,313654849.05458075,10000
1992,CHN12,3261,483,4993,899,313654849.0546005,313654849.05458075,10000
1993,CHN12,3442,483,5382,899,313654849.0546005,313654849.05458075,10000
1994,CHN12,3751,483,6320,899,313654849.0546005,313654849.05458075,10000
1995,CHN12,4584,483,7395,899,313654849.0546005,313654849.05458075,10000
1996,CHN12,4713,483,7445,899,313654849.0546005,313654849.05458075,10000
1997,CHN12,5710,483,8538,899,313654849.0546005,313654849.05458075,10000
1998,CHN12,4955,483,8203,899,313654849.0546005,313654849.05458075,10000
1999,CHN12,5552,483,9006,899,313654849.0546005,313654849.05458075,10000
2000,CHN12,5180,483,8512,899,313654849.0546005,313654849.05458075,10000
2001,CHN12,5642,483,8725,899,313654849.0546005,313654849.05458075,10000
2002,CHN12,6448,483,9363,899,313654849.0546005,313654849.05458075,10000
2003,CHN12,8534,483,11020,899,313654849.0546005,313654849.05458075,10000
2004,CHN12,10536,483,12887,899,313654849.0546005,313654849.05458075,10000
2005,CHN12,9121,483,11958,899,313654849.0546005,313654849.05458075,10000
2006,CHN12,10098,483,12682,899,313654849.0546005,313654849.05458075,10000
2007,CHN12,10282,483,12842,899,313654849.0546005,313654849.05458075,10000
2008,CHN12,11263,483,13815,899,313654849.0546005,313654849.05458075,10000
2009,CHN12,12190,483,13931,928,313654849.0546005,313654849.05458075,10000
2010,CHN12,12887,483,13449,928,313654849.0546005,313654849.05458075,10000
2011,CHN12,15388,483,16136,928,313654849.0546005,313654849.05458075,10000
2012,CHN12,13100,483,14223,899,313654849.0546005,313654849.05458075,10000
2013,CHN12,15518,483,16022,899,313654849.0546005,313654849.05458075,10000
2014,CHN12,14930,483,15593,899,313654849.0546005,313654849.05458075,10000
2015,CHN12,15081,483,15747,899,313654849.0546005,313654849.05458075,10000
2016,CHN12,14561,483,15301,899,313654849.0546005,313654849.05458075,10000
2017,CHN12,15230,483,15910,899,313654849.0546005,313654849.05458075,10000
2018,CHN12,15387,483,16408,899,313654849.0546005,313654849.05458075,10000
1992,CHN37,6244,440,5244,928,313654849.0546005,313654849.05458075,10000
1993,CHN37,5801,440,5405,928,313654849.0546005,313654849.05458075,10000
1994,CHN37,7098,440,6096,928,313654849.0546005,313654849.05458075,10000
1995,CHN37,9723,440,8346,928,313654849.0546005,313654849.05458075,10000
1996,CHN37,9973,440,8710,928,313654849.0546005,313654849.05458075,10000
1997,CHN37,10444,440,9491,928,313654849.0546005,313654849.05458075,10000
1998,CHN37,10943,440,10100,928,313654849.0546005,313654849.05458075,10000
1999,CHN37,12695,440,11256,928,313654849.0546005,313654849.05458075,10000
2000,CHN37,13542,440,11962,928,313654849.0546005,313654849.05458075,10000
2001,CHN37,13897,440,12407,928,313654849.0546005,313654849.05458075,10000
2002,CHN37,13930,440,12869,928,313654849.0546005,313654849.05458075,10000
2003,CHN37,14917,440,13900,928,313654849.0546005,313654849.05458075,10000
2004,CHN37,14778,440,14056,928,313654849.0546005,313654849.05458075,10000
2005,CHN37,14803,440,14295,928,313654849.0546005,313654849.05458075,10000
2006,CHN37,16167,440,14951,928,313654849.0546005,313654849.05458075,10000
2007,CHN37,16277,440,15652,928,313654849.0546005,313654849.05458075,10000
2008,CHN37,16017,440,15661,928,313654849.0546005,313654849.05458075,10000
2009,CHN37,15137,483,14312,899,313654849.0546005,313654849.05458075,10000
2010,CHN37,15514,483,14733,899,313654849.0546005,313654849.05458075,10000
2011,CHN37,17607,483,17338,899,313654849.0546005,313654849.05458075,10000
2012,CHN37,17841,440,17334,928,313654849.0546005,313654849.05458075,10000
2013,CHN37,19105,440,18590,928,313654849.0546005,313654849.05458075,10000
2014,CHN37,17840,440,17213,928,313654849.0546005,313654849.05458075,10000
2015,CHN37,18457,440,17839,928,313654849.0546005,313654849.05458075,10000
2016,CHN37,18402,440,18173,928,313654849.0546005,313654849.05458075,10000
2017,CHN37,19002,440,18812,928,313654849.0546005,313654849.05458075,10000
2018,CHN37,19203,440,18816,928,313654849.0546005,313654849.05458075,10000
1992,CHN57,3011,437,4662,837,313654849.0546,313654849.0545826,10000
1993,CHN57,3315,437,4736,837,313654849.0546,313654849.0545826,10000
1994,CHN57,3002,437,4713,837,313654849.0546,313654849.0545826,10000
1995,CHN57,4389,437,6795,837,313654849.0546,313654849.0545826,10000
1996,CHN57,3686,437,5828,837,313654849.0546,313654849.0545826,10000
1997,CHN57,4625,437,7106,837,313654849.0546,313654849.0545826,10000
1998,CHN57,4864,437,6899,837,313654849.0546,313654849.0545826,10000
1999,CHN57,4901,437,7070,837,313654849.0546,313654849.0545826,10000
2000,CHN57,5711,437,7775,837,313654849.0546,313654849.0545826,10000
2001,CHN57,6660,437,8085,837,313654849.0546,313654849.0545826,10000
2002,CHN57,9474,437,11248,837,313654849.0546,313654849.0545826,10000
2003,CHN57,11169,437,11829,837,313654849.0546,313654849.0545826,10000
2004,CHN57,13265,437,13256,837,313654849.0546,313654849.0545826,10000
2005,CHN57,12818,437,13257,837,313654849.0546,313654849.0545826,10000
2006,CHN57,14057,437,14280,837,313654849.0546,313654849.0545826,10000
2007,CHN57,14866,437,14579,837,313654849.0546,313654849.0545826,10000
2008,CHN57,14944,437,14793,837,313654849.0546,313654849.0545826,10000
2009,CHN57,14275,440,13904,864,313654849.0546,313654849.0545826,10000
2010,CHN57,15563,440,15423,864,313654849.0546,313654849.0545826,10000
2011,CHN57,17102,440,16379,864,313654849.0546,313654849.0545826,10000
2012,CHN57,15966,437,15685,837,313654849.0546,313654849.0545826,10000
2013,CHN57,17445,437,16854,837,313654849.0546,313654849.0545826,10000
