year,unique_id,buffer_pix_sum,buffer_pix_count,ring_pix_sum,ring_pix_count,buffer_area,ring_area,radius
2015,KOR17,14191,414,12120,806,313654849.0545998,313654849.0545837,10000
2016,KOR17,14663,414,12570,806,313654849.0545998,313654849.0545837,10000
2017,KOR17,15410,414,13510,806,313654849.0545998,313654849.0545837,10000
2018,KOR17,15831,414,14154,806,313654849.0545998,313654849.0545837,10000
1992,KOR76,4328,418,3663,800,313654849.0545998,313654849.0545837,10000
1993,KOR76,5320,418,4433,800,313654849.0545998,313654849.0545837,10000
1994,KOR76,6196,418,4906,800,313654849.0545998,313654849.0545837,10000
1995,KOR76,7664,418,6382,800,313654849.0545998,313654849.0545837,10000
1996,KOR76,8001,418,6837,800,313654849.0545998,313654849.0545837,10000
1997,KOR76,8024,418,6511,800,313654849.0545998,313654849.0545837,10000
1998,KOR76,7417,418,6490,800,313654849.0545998,313654849.0545837,10000
1999,KOR76,7694,418,6808,800,313654849.0545998,313654849.0545837,10000
2000,KOR76,8240,418,7269,800,313654849.0545998,313654849.0545837,10000
2001,KOR76,9615,418,8378,800,313654849.0545998,313654849.0545837,10000
2002,KOR76,8937,418,7539,800,313654849.0545998,313654849.0545837,10000
2003,KOR76,9046,418,7805,800,313654849.0545998,313654849.0545837,10000
2004,KOR76,9037,418,7771,800,313654849.0545998,313654849.0545837,10000
2005,KOR76,8855,418,7764,800,313654849.0545998,313654849.0545837,10000
2006,KOR76,8531,418,7710,800,313654849.0545998,313654849.0545837,10000
2007,KOR76,8559,418,7998,800,313654849.0545998,313654849.0545837,10000
2008,KOR76,7973,418,7830,800,313654849.0545998,313654849.0545837,10000
2009,KOR76,8478,414,8241,806,313654849.0545998,313654849.0545837,10000
2010,KOR76,9889,414,9582,806,313654849.0545998,313654849.0545837,10000
2011,KOR76,9186,414,9139,806,313654849.0545998,313654849.0545837,10000
2012,KOR76,11076,418,9913,800,313654849.0545998,313654849.0545837,10000
2013,KOR76,12850,418,10890,800,313654849.0545998,313654849.0545837,10000
2014,KOR76,11401,418,9284,800,313654849.0545998,313654849.0545837,10000
2015,KOR76,11355,418,9153,800,313654849.0545998,313654849.0545837,10000
2016,KOR76,12599,418,9947,800,313654849.0545998,313654849.0545837,10000
2017,KOR76,13198,418,10818,800,313654849.0545998,313654849.0545837,10000
2018,KOR76,13761,418,11576,800,313654849.0545998,313654849.0545837,10000
1992,KOR105,4852,396,4899,832,313654849.0545998,313654849.0545837,10000
1993,KOR105,5879,396,5405,832,313654849.0545998,313654849.0545837,10000
1994,KOR105,6778,396,5864,832,313654849.0545998,313654849.0545837,10000
1995,KOR105,8667,396,7808,832,313654849.0545998,313654849.0545837,10000
1996,KOR105,9176,396,8418,832,313654849.0545998,313654849.0545837,10000
1997,KOR105,8998,396,8497,832,313654849.0545998,313654849.0545837,10000
1998,KOR105,8435,396,7817,832,313654849.0545998,313654849.0545837,10000
1999,KOR105,9132,396,8722,832,313654849.0545998,313654849.0545837,10000
2000,KOR105,9308,396,8909,832,313654849.0545998,313654849.0545837,10000
2001,KOR105,10466,396,10050,832,313654849.0545998,313654849.0545837,10000
2002,KOR105,9424,396,9060,832,313654849.0545998,313654849.0545837,10000
2003,KOR105,9771,396,9327,832,313654849.0545998,313654849.0545837,10000
2004,KOR105,9628,396,8953,832,313654849.0545998,313654849.0545837,10000
2005,KOR105,9752,396,9320,832,313654849.0545998,313654849.0545837,10000
2006,KOR105,10447,396,9868,832,313654849.0545998,313654849.0545837,10000
2007,KOR105,10716,396,10045,832,313654849.0545998,313654849.0545837,10000
2008,KOR105,10588,396,9927,832,313654849.0545998,313654849.0545837,10000
2009,KOR105,11023,437,10594,775,313654849.0545998,313654849.0545837,10000
2010,KOR105,12399,437,11617,775,313654849.0545998,313654849.0545837,10000
2011,KOR105,11758,437,10750,775,313654849.0545998,313654849.0545837,10000
2012,KOR105,12459,396,11177,832,313654849.0545998,313654849.0545837,10000
2013,KOR105,13358,396,11907,832,313654849.0545998,313654849.0545837,10000
2014,KOR105,11188,396,9928,832,313654849.0545998,313654849.0545837,10000
2015,KOR105,11249,396,10073,832,313654849.0545998,313654849.0545837,10000
2016,KOR105,11486,396,10284,832,313654849.0545998,313654849.0545837,10000
2017,KOR105,12176,396,10870,832,313654849.0545998,313654849.0545837,10000
2018,KOR105,12444,396,11094,832,313654849.0545998,313654849.0545837,10000
1992,IDN26,3002,529,2342,992,313654849.05460185,313654849.0545805,10000
1993,IDN26,3569,529,2514,992,313654849.05460185,313654849.0545805,10000
1994,IDN26,4757,529,2904,992,313654849.05460185,313654849.0545805,10000
1995,IDN26,7450,529,4142,992,313654849.05460185,313654849.0545805,10000
1996,IDN26,8129,529,4173,992,313654849.05460185,313654849.0545805,10000
1997,IDN26,9923,529,5108,992,313654849.05460185,313654849.0545805,10000
1998,IDN26,9110,529,4905,992,313654849.05460185,313654849.0545805,10000
1999,IDN26,9192,529,5098,992,313654849.05460185,313654849.0545805,10000
2000,IDN26,7994,529,4822,992,313654849.05460185,313654849.0545805,10000
2001,IDN26,8894,529,5226,992,313654849.05460185,313654849.0545805,10000
2002,IDN26,9246,529,5112,992,313654849.05460185,313654849.0545805,10000
2003,IDN26,9056,529,5286,992,313654849.05460185,313654849.0545805,10000
2004,IDN26,9579,529,5640,992,313654849.05460185,313654849.0545805,10000
2005,IDN26,8823,529,5749,992,313654849.05460185,313654849.0545805,10000
2006,IDN26,11094,529,6963,992,313654849.05460185,313654849.0545805,10000
2007,IDN26,11017,529,6466,992,313654849.05460185,313654849.0545805,10000
2008,IDN26,10756,529,6237,992,313654849.05460185,313654849.0545805,10000
2009,IDN26,10586,529,6616,961,313654849.05460185,313654849.0545805,10000
2010,IDN26,11110,529,6765,961,313654849.05460185,313654849.0545805,10000
2011,IDN26,12422,529,7146,961,313654849.05460185,313654849.0545805,10000
2012,IDN26,14795,529,9083,992,313654849.05460185,313654849.0545805,10000
2013,IDN26,15016,529,8952,992,313654849.05460185,313654849.0545805,10000
2014,IDN26,15275,529,10041,992,313654849.05460185,313654849.0545805,10000
2015,IDN26,16403,529,11540,992,313654849.05460185,313654849.0545805,10000
2016,IDN26,16380,529,11465,992,313654849.05460185,313654849.0545805,10000
2017,IDN26,16676,529,12102,992,313654849.05460185,313654849.0545805,10000
2018,IDN26,17471,529,13241,992,313654849.05460185,313654849.0545805,10000
1992,PHL19,4951,506,3132,961,313654849.05460197,313654849.0545786,10000
1993,PHL19,5352,506,3696,961,313654849.05460197,313654849.0545786,10000
1994,PHL19,6527,506,4274,961,313654849.05460197,313654849.0545786,10000
1995,PHL19,10110,506,5760,961,313654849.05460197,313654849.0545786,10000
1996,PHL19,11562,506,6371,961,313654849.05460197,313654849.0545786,10000
1997,PHL19,12695,506,7233,961,313654849.05460197,313654849.0545786,10000
1998,PHL19,12743,506,7430,961,313654849.05460197,313654849.0545786,10000
1999,PHL19,12118,506,7243,961,313654849.05460197,313654849.0545786,10000
2000,PHL19,12911,506,7142,961,313654849.05460197,313654849.0545786,10000
2001,PHL19,12389,506,7124,961,313654849.05460197,313654849.0545786,10000
2002,PHL19,13185,506,7717,961,313654849.05460197,313654849.0545786,10000
2003,PHL19,13278,506,8021,961,313654849.05460197,313654849.0545786,10000
2004,PHL19,13554,506,8443,961,313654849.05460197,313654849.0545786,10000
2005,PHL19,13021,506,7886,961,313654849.05460197,313654849.0545786,10000
2006,PHL19,12338,506,7271,961,313654849.05460197,313654849.0545786,10000
2007,PHL19,13619,506,8093,961,313654849.05460197,313654849.0545786,10000
2008,PHL19,13195,506,7884,961,313654849.05460197,313654849.0545786,10000
2009,PHL19,13636,484,8464,960,313654849.05460197,313654849.0545786,10000
2010,PHL19,14502,484,8494,960,313654849.05460197,313654849.0545786,10000
2011,PHL19,15094,484,9003,960,313654849.05460197,313654849.0545786,10000
2012,PHL19,15303,506,8905,961,313654849.05460197,313654849.0545786,10000
2013,PHL19,16367,506,9719,961,313654849.05460197,313654849.0545786,10000
2014,PHL19,15587,506,9043,961,313654849.05460197,313654849.0545786,10000
2015,PHL19,16088,506,9496,961,313654849.05460197,313654849.0545786,10000
2016,PHL19,16467,506,9636,961,313654849.05460197,313654849.0545786,10000
2017,PHL19,16375,506,9742,961,313654849.05460197,313654849.0545786,10000
2018,PHL19,17511,506,10815,961,313654849.05460197,313654849.0545786,10000
1992,THA16,7909,506,4034,961,313654849.05460197,313654849.0545786,10000
1993,THA16,9961,506,5349,961,313654849.05460197,313654849.0545786,10000
1994,THA16,10589,506,5443,961,313654849.05460197,313654849.0545786,10000
1995,THA16,12940,506,7536,961,313654849.05460197,313654849.0545786,10000
1996,THA16,14128,506,7688,961,313654849.05460197,313654849.0545786,10000
1997,THA16,14123,506,8192,961,313654849.05460197,313654849.0545786,10000
1998,THA16,13405,506,7666,961,313654849.05460197,313654849.0545786,10000
1999,THA16,12847,506,7640,961,313654849.05460197,313654849.0545786,10000
2000,THA16,13250,506,7915,961,313654849.05460197,313654849.0545786,10000
2001,THA16,12989,506,7476,961,313654849.05460197,313654849.0545786,10000
2002,THA16,14275,506,8074,961,313654849.05460197,313654849.0545786,10000
2003,THA16,14002,506,8067,961,313654849.05460197,313654849.0545786,10000
2004,THA16,14824,506,8619,961,313654849.05460197,313654849.0545786,10000
2005,THA16,15172,506,9210,961,313654849.05460197,313654849.0545786,10000
2006,THA16,15118,506,8483,961,313654849.05460197,313654849.0545786,10000
2007,THA16,15812,506,9257,961,313654849.05460197,313654849.0545786,10000
2008,THA16,16425,506,9748,961,313654849.05460197,313654849.0545786,10000
2009,THA16,16636,506,8752,992,313654849.05460197,313654849.0545786,10000
2010,THA16,17654,506,10937,992,313654849.05460197,313654849.0545786,10000
2011,THA16,18633,506,10683,992,313654849.05460197,313654849.0545786,10000
2012,THA16,18046,506,11687,961,313654849.05460197,313654849.0545786,10000
2013,THA16,18059,506,11406,961,313654849.05460197,313654849.0545786,10000
2014,THA16,19004,506,11051,961,313654849.05460197,313654849.0545786,10000
2015,THA16,19071,506,11521,961,313654849.05460197,313654849.0545786,10000
2016,THA16,19034,506,11485,961,313654849.05460197,313654849.0545786,10000
2017,THA16,19286,506,12146,961,313654849.05460197,313654849.0545786,10000
2018,THA16,19481,506,12570,961,313654849.05460197,313654849.0545786,10000
1992,BGD4,3205,462,3549,928,313654849.0546,313654849.0545826,10000
1993,BGD4,3402,462,3379,928,313654849.0546,313654849.0545826,10000
1994,BGD4,3673,462,3715,928,313654849.0546,313654849.0545826,10000
1995,BGD4,4734,462,4555,928,313654849.0546,313654849.0545826,10000
1996,BGD4,4875,462,4322,928,313654849.0546,313654849.0545826,10000
1997,BGD4,5296,462,4461,928,313654849.0546,313654849.0545826,10000
1998,BGD4,5080,462,4519,928,313654849.0546,313654849.0545826,10000
1999,BGD4,5639,462,5185,928,313654849.0546,313654849.0545826,10000
2000,BGD4,6026,462,5762,928,313654849.0546,313654849.0545826,10000
2001,BGD4,6629,462,6127,928,313654849.0546,313654849.0545826,10000
2002,BGD4,7580,462,6363,928,313654849.0546,313654849.0545826,10000
2003,BGD4,7383,462,6265,928,313654849.0546,313654849.0545826,10000
2004,BGD4,8551,462,6583,928,313654849.0546,313654849.0545826,10000
2005,BGD4,8260,462,6654,928,313654849.0546,313654849.0545826,10000
2006,BGD4,7856,462,6300,928,313654849.0546,313654849.0545826,10000
2007,BGD4,8622,462,6855,928,313654849.0546,313654849.0545826,10000
2008,BGD4,8864,462,6923,928,313654849.0546,313654849.0545826,10000
2009,BGD4,9111,483,6563,899,313654849.0546,313654849.0545826,10000
2010,BGD4,9204,483,6919,899,313654849.0546,313654849.0545826,10000
2011,BGD4,9241,483,7052,899,313654849.0546,313654849.0545826,10000
2012,BGD4,10816,462,9196,928,313654849.0546,313654849.0545826,10000
2013,BGD4,11344,462,9543,928,313654849.0546,313654849.0545826,10000
2014,BGD4,10803,462,8586,928,313654849.0546,313654849.0545826,10000
2015,BGD4,11172,462,9113,928,313654849.0546,313654849.0545826,10000
2016,BGD4,11296,462,9201,928,313654849.0546,313654849.0545826,10000
2017,BGD4,12099,462,9856,928,313654849.0546,313654849.0545826,10000
2018,BGD4,12502,462,10417,928,313654849.0546,313654849.0545826,10000
1992,COL7,12448,529,8772,961,313654849.0545968,313654849.05459,10000
1993,COL7,11926,529,9443,961,313654849.0545968,313654849.05459,10000
1994,COL7,11553,529,8400,961,313654849.0545968,313654849.05459,10000
1995,COL7,13448,529,10066,961,313654849.0545968,313654849.05459,10000
1996,COL7,13071,529,9681,961,313654849.0545968,313654849.05459,10000
1997,COL7,12031,529,9393,961,313654849.0545968,313654849.05459,10000
1998,COL7,11127,529,9260,961,313654849.0545968,313654849.05459,10000
1999,COL7,11259,529,8474,961,313654849.0545968,313654849.05459,10000
2000,COL7,10993,529,8071,961,313654849.0545968,313654849.05459,10000
2001,COL7,10714,529,8051,961,313654849.0545968,313654849.05459,10000
2002,COL7,11035,529,8286,961,313654849.0545968,313654849.05459,10000
2003,COL7,10513,529,8269,961,313654849.0545968,313654849.05459,10000
2004,COL7,11506,529,9771,961,313654849.0545968,313654849.05459,10000
2005,COL7,12022,529,9222,961,313654849.0545968,313654849.05459,10000
2006,COL7,12571,529,9115,961,313654849.0545968,313654849.05459,10000
2007,COL7,13518,529,10094,961,313654849.0545968,313654849.05459,10000
2008,COL7,13093,529,9789,961,313654849.0545968,313654849.05459,10000
2009,COL7,13773,484,9774,1024,313654849.0545968,313654849.05459,10000
2010,COL7,14524,484,9894,1024,313654849.0545968,313654849.05459,10000
2011,COL7,13850,484,10165,1024,313654849.0545968,313654849.05459,10000
2012,COL7,14414,529,10778,961,313654849.0545968,313654849.05459,10000
2013,COL7,13781,529,10379,961,313654849.0545968,313654849.05459,10000
2014,COL7,13294,529,10217,961,313654849.0545968,313654849.05459,10000
2015,COL7,13983,529,11068,961,313654849.0545968,313654849.05459,10000
2016,COL7,13837,529,11090,961,313654849.0545968,313654849.05459,10000
2017,COL7,14312,529,11843,961,313654849.0545968,313654849.05459,10000
2018,COL7,15241,529,12748,961,313654849.0545968,313654849.05459,10000
1992,DOM10,6155,483,3448,930,313654849.05459166,313654849.054599,10000
1993,DOM10,6501,483,4412,930,313654849.05459166,313654849.054599,10000
1994,DOM10,7391,483,4523,930,313654849.05459166,313654849.054599,10000
1995,DOM10,7774,483,5287,930,313654849.05459166,313654849.054599,10000
1996,DOM10,7994,483,5622,930,313654849.05459166,313654849.054599,10000
1997,DOM10,8603,483,6013,930,313654849.05459166,313654849.054599,10000
1998,DOM10,8341,483,5708,930,313654849.05459166,313654849.054599,10000
1999,DOM10,9471,483,6358,930,313654849.05459166,313654849.054599,10000
2000,DOM10,9872,483,6283,930,313654849.05459166,313654849.054599,10000
2001,DOM10,9925,483,6405,930,313654849.05459166,313654849.054599,10000
2002,DOM10,10311,483,6879,930,313654849.05459166,313654849.054599,10000
2003,DOM10,9960,483,6234,930,313654849.05459166,313654849.054599,10000
2004,DOM10,8626,483,6035,930,313654849.05459166,313654849.054599,10000
2005,DOM10,9031,483,5694,930,313654849.05459166,313654849.054599,10000
2006,DOM10,9206,483,5451,930,313654849.05459166,313654849.054599,10000
2007,DOM10,8573,483,5717,930,313654849.05459166,313654849.054599,10000
2008,DOM10,8577,483,5795,930,313654849.05459166,313654849.054599,10000
2009,DOM10,7915,484,5628,960,313654849.05459166,313654849.054599,10000
2010,DOM10,8006,484,5557,960,313654849.05459166,313654849.054599,10000
2011,DOM10,8468,484,6212,960,313654849.05459166,313654849.054599,10000
2012,DOM10,10097,483,6623,930,313654849.05459166,313654849.054599,10000
2013,DOM10,10345,483,6647,930,313654849.05459166,313654849.054599,10000
2014,DOM10,10993,483,7586,930,313654849.05459166,313654849.054599,10000
2015,DOM10,11158,483,7712,930,313654849.05459166,313654849.054599,10000
2016,DOM10,10966,483,7575,930,313654849.05459166,313654849.054599,10000
2017,DOM10,11933,483,8216,930,313654849.05459166,313654849.054599,10000
2018,DOM10,12529,483,8523,930,313654849.05459166,313654849.054599,10000
1992,EGY8,8040,460,5233,868,313654849.05458975,313654849.05459857,10000
1993,EGY8,8490,460,5157,868,313654849.05458975,313654849.05459857,10000
1994,EGY8,8335,460,5859,868,313654849.05458975,313654849.05459857,10000
1995,EGY8,8610,460,6109,868,313654849.05458975,313654849.05459857,10000
1996,EGY8,9347,460,6475,868,313654849.05458975,313654849.05459857,10000
1997,EGY8,9304,460,6573,868,313654849.05458975,313654849.05459857,10000
1998,EGY8,9517,460,7042,868,313654849.05458975,313654849.05459857,10000
1999,EGY8,9518,460,7115,868,313654849.05458975,313654849.05459857,10000
2000,EGY8,10149,460,7461,868,313654849.05458975,313654849.05459857,10000
2001,EGY8,10678,460,7893,868,313654849.05458975,313654849.05459857,10000
2002,EGY8,10786,460,7745,868,313654849.05458975,313654849.05459857,10000
2003,EGY8,10461,460,8411,868,313654849.05458975,313654849.05459857,10000
2004,EGY8,11206,460,8503,868,313654849.05458975,313654849.05459857,10000
2005,EGY8,10557,460,8626,868,313654849.05458975,313654849.05459857,10000
2006,EGY8,10533,460,8578,868,313654849.05458975,313654849.05459857,10000
2007,EGY8,10573,460,8680,868,313654849.05458975,313654849.05459857,10000
2008,EGY8,10429,460,8691,868,313654849.05458975,313654849.05459857,10000
2009,EGY8,11395,418,8718,864,313654849.05458975,313654849.05459857,10000
2010,EGY8,10454,418,8310,864,313654849.05458975,313654849.05459857,10000
2011,EGY8,11936,418,8983,864,313654849.05458975,313654849.05459857,10000
2012,EGY8,10463,460,9686,868,313654849.05458975,313654849.05459857,10000
2013,EGY8,10255,460,9249,868,313654849.05458975,313654849.05459857,10000
2014,EGY8,12627,460,10160,868,313654849.05458975,313654849.05459857,10000
2015,EGY8,12585,460,10192,868,313654849.05458975,313654849.05459857,10000
2016,EGY8,12747,460,10592,868,313654849.05458975,313654849.05459857,10000
2017,EGY8,13151,460,11055,868,313654849.05458975,313654849.05459857,10000
2018,EGY8,12959,460,10988,868,313654849.05458975,313654849.05459857,10000
1992,HND7,664,484,1541,992,313654849.05460197,313654849.0545786,10000
1993,HND7,994,484,1413,992,313654849.05460197,313654849.0545786,10000
1994,HND7,1075,484,1509,992,313654849.05460197,313654849.0545786,10000
1995,HND7,1527,484,1842,992,313654849.05460197,313654849.0545786,10000
1996,HND7,1318,484,1816,992,313654849.05460197,313654849.0545786,10000
1997,HND7,1414,484,2096,992,313654849.05460197,313654849.0545786,10000
1998,HND7,1970,484,2359,992,313654849.05460197,313654849.0545786,10000
1999,HND7,2107,484,2479,992,313654849.05460197,313654849.0545786,10000
2000,HND7,2599,484,3150,992,313654849.05460197,313654849.0545786,10000
2001,HND7,2654,484,2979,992,313654849.05460197,313654849.0545786,10000
2002,HND7,2098,484,2645,992,313654849.05460197,313654849.0545786,10000
2003,HND7,2906,484,3093,992,313654849.05460197,313654849.0545786,10000
2004,HND7,2737,484,2670,992,313654849.05460197,313654849.0545786,10000
2005,HND7,2651,484,2864,992,313654849.05460197,313654849.0545786,10000
2006,HND7,2837,484,3078,992,313654849.05460197,313654849.0545786,10000
2007,HND7,2708,484,2811,992,313654849.05460197,313654849.0545786,10000
2008,HND7,2612,484,2673,992,313654849.05460197,313654849.0545786,10000
2009,HND7,2739,506,2583,961,313654849.05460197,313654849.0545786,10000
2010,HND7,2464,506,2947,961,313654849.05460197,313654849.0545786,10000
2011,HND7,2700,506,2539,961,313654849.05460197,313654849.0545786,10000
2012,HND7,3417,484,3555,992,313654849.05460197,313654849.0545786,10000
2013,HND7,3688,484,3389,992,313654849.05460197,313654849.0545786,10000
2014,HND7,4194,484,3734,992,313654849.05460197,313654849.0545786,10000
2015,HND7,4502,484,3884,992,313654849.05460197,313654849.0545786,10000
2016,HND7,4098,484,3908,992,313654849.05460197,313654849.0545786,10000
2017,HND7,4714,484,4484,992,313654849.05460197,313654849.0545786,10000
2018,HND7,4470,484,4602,992,313654849.05460197,313654849.0545786,10000
1992,KEN1,601,529,110,1024,313654849.0545912,313654849.05459726,10000
1993,KEN1,878,529,470,1024,313654849.0545912,313654849.05459726,10000
1994,KEN1,750,529,237,1024,313654849.0545912,313654849.05459726,10000
1995,KEN1,1421,529,429,1024,313654849.0545912,313654849.05459726,10000
1996,KEN1,1650,529,438,1024,313654849.0545912,313654849.05459726,10000
1997,KEN1,2296,529,640,1024,313654849.0545912,313654849.05459726,10000
1998,KEN1,3127,529,847,1024,313654849.0545912,313654849.05459726,10000
1999,KEN1,3291,529,882,1024,313654849.0545912,313654849.05459726,10000
2000,KEN1,3193,529,941,1024,313654849.0545912,313654849.05459726,10000
2001,KEN1,3078,529,874,1024,313654849.0545912,313654849.05459726,10000
2002,KEN1,3344,529,836,1024,313654849.0545912,313654849.05459726,10000
2003,KEN1,2848,529,595,1024,313654849.0545912,313654849.05459726,10000
2004,KEN1,3814,529,1391,1024,313654849.0545912,313654849.05459726,10000
2005,KEN1,3170,529,1032,1024,313654849.0545912,313654849.05459726,10000
2006,KEN1,3156,529,1001,1024,313654849.0545912,313654849.05459726,10000
2007,KEN1,3143,529,969,1024,313654849.0545912,313654849.05459726,10000
2008,KEN1,3209,529,1213,1024,313654849.0545912,313654849.05459726,10000
2009,KEN1,3321,529,1520,992,313654849.0545912,313654849.05459726,10000
2010,KEN1,3615,529,1566,992,313654849.0545912,313654849.05459726,10000
2011,KEN1,4190,529,2394,992,313654849.0545912,313654849.05459726,10000
2012,KEN1,4672,529,2371,1024,313654849.0545912,313654849.05459726,10000
2013,KEN1,5060,529,2598,1024,313654849.0545912,313654849.05459726,10000
2014,KEN1,6330,529,3812,1024,313654849.0545912,313654849.05459726,10000
2015,KEN1,7404,529,4514,1024,313654849.0545912,313654849.05459726,10000
2016,KEN1,6830,529,4226,1024,313654849.0545912,313654849.05459726,10000
2017,KEN1,8400,529,5316,1024,313654849.0545912,313654849.05459726,10000
2018,KEN1,8623,529,5381,1024,313654849.0545912,313654849.05459726,10000
1992,KOR427,9332,414,6725,806,313654849.0545998,313654849.0545837,10000
1993,KOR427,10382,414,7328,806,313654849.0545998,313654849.0545837,10000
1994,KOR427,11320,414,8020,806,313654849.0545998,313654849.0545837,10000
1995,KOR427,13814,414,10269,806,313654849.0545998,313654849.0545837,10000
1996,KOR427,14594,414,11195,806,313654849.0545998,313654849.0545837,10000
1997,KOR427,14271,414,10901,806,313654849.0545998,313654849.0545837,10000
1998,KOR427,13951,414,10395,806,313654849.0545998,313654849.0545837,10000
1999,KOR427,14198,414,10763,806,313654849.0545998,313654849.0545837,10000
2000,KOR427,14987,414,11675,806,313654849.0545998,313654849.0545837,10000
2001,KOR427,16060,414,13552,806,313654849.0545998,313654849.0545837,10000
2002,KOR427,15433,414,12387,806,313654849.0545998,313654849.0545837,10000
2003,KOR427,15528,414,12683,806,313654849.0545998,313654849.0545837,10000
2004,KOR427,15222,414,12841,806,313654849.0545998,313654849.0545837,10000
2005,KOR427,15322,414,12473,806,313654849.0545998,313654849.0545837,10000
2006,KOR427,15740,414,12804,806,313654849.0545998,313654849.0545837,10000
2007,KOR427,15814,414,12989,806,313654849.0545998,313654849.0545837,10000
2008,KOR427,15991,414,13147,806,313654849.0545998,313654849.0545837,10000
2009,KOR427,16077,418,13692,800,313654849.0545998,313654849.0545837,10000
2010,KOR427,16599,418,14925,800,313654849.0545998,313654849.0545837,10000
2011,KOR427,16823,418,14734,800,313654849.0545998,313654849.0545837,10000
2012,KOR427,16967,414,14750,806,313654849.0545998,313654849.0545837,10000
2013,KOR427,17132,414,15109,806,313654849.0545998,313654849.0545837,10000
2014,KOR427,15490,414,12284,806,313654849.0545998,313654849.0545837,10000
2015,KOR427,15572,414,12493,806,313654849.0545998,313654849.0545837,10000
2016,KOR427,16030,414,13191,806,313654849.0545998,313654849.0545837,10000
2017,KOR427,16571,414,14139,806,313654849.0545998,313654849.0545837,10000
2018,KOR427,17002,414,14617,806,313654849.0545998,313654849.0545837,10000
1992,KOR2,5788,418,4181,800,313654849.0545998,313654849.0545837,10000
1993,KOR2,6359,418,4614,800,313654849.0545998,313654849.0545837,10000
1994,KOR2,7125,418,5309,800,313654849.0545998,313654849.0545837,10000
1995,KOR2,9373,418,6909,800,313654849.0545998,313654849.0545837,10000
1996,KOR2,10740,418,7796,800,313654849.0545998,313654849.0545837,10000
1997,KOR2,10684,418,7643,800,313654849.0545998,313654849.0545837,10000
1998,KOR2,10030,418,7527,800,313654849.0545998,313654849.0545837,10000
1999,KOR2,10027,418,7593,800,313654849.0545998,313654849.0545837,10000
2000,KOR2,10528,418,8233,800,313654849.0545998,313654849.0545837,10000
2001,KOR2,11988,418,9643,800,313654849.0545998,313654849.0545837,10000
2002,KOR2,11746,418,8570,800,313654849.0545998,313654849.0545837,10000
2003,KOR2,11776,418,9093,800,313654849.0545998,313654849.0545837,10000
2004,KOR2,12138,418,9319,800,313654849.0545998,313654849.0545837,10000
2005,KOR2,11474,418,8839,800,313654849.0545998,313654849.0545837,10000
2006,KOR2,10934,418,8473,800,313654849.0545998,313654849.0545837,10000
2007,KOR2,10875,418,8443,800,313654849.0545998,313654849.0545837,10000
2008,KOR2,11133,418,8573,800,313654849.0545998,313654849.0545837,10000
2009,KOR2,11965,414,8939,806,313654849.0545998,313654849.0545837,10000
2010,KOR2,12691,414,9412,806,313654849.0545998,313654849.0545837,10000
2011,KOR2,12975,414,9403,806,313654849.0545998,313654849.0545837,10000
2012,KOR2,12472,418,9390,800,313654849.0545998,313654849.0545837,10000
2013,KOR2,13126,418,9507,800,313654849.0545998,313654849.0545837,10000
2014,KOR2,10885,418,7036,800,313654849.0545998,313654849.0545837,10000
2015,KOR2,10856,418,7173,800,313654849.0545998,313654849.0545837,10000
2016,KOR2,10973,418,7378,800,313654849.0545998,313654849.0545837,10000
2017,KOR2,11957,418,8207,800,313654849.0545998,313654849.0545837,10000
2018,KOR2,12374,418,8656,800,313654849.0545998,313654849.0545837,10000
1992,KOR24,5542,414,2188,806,313654849.0545998,313654849.0545837,10000
1993,KOR24,6249,414,2479,806,313654849.0545998,313654849.0545837,10000
1994,KOR24,6337,414,2430,806,313654849.0545998,313654849.0545837,10000
1995,KOR24,8201,414,3314,806,313654849.0545998,313654849.0545837,10000
1996,KOR24,8996,414,3844,806,313654849.0545998,313654849.0545837,10000
1997,KOR24,9111,414,3864,806,313654849.0545998,313654849.0545837,10000
1998,KOR24,9418,414,3595,806,313654849.0545998,313654849.0545837,10000
1999,KOR24,9101,414,3626,806,313654849.0545998,313654849.0545837,10000
2000,KOR24,9143,414,4115,806,313654849.0545998,313654849.0545837,10000
2001,KOR24,9788,414,4483,806,313654849.0545998,313654849.0545837,10000
2002,KOR24,9486,414,4308,806,313654849.0545998,313654849.0545837,10000
2003,KOR24,9974,414,4779,806,313654849.0545998,313654849.0545837,10000
2004,KOR24,9598,414,4867,806,313654849.0545998,313654849.0545837,10000
2005,KOR24,9696,414,4812,806,313654849.0545998,313654849.0545837,10000
2006,KOR24,9728,414,4866,806,313654849.0545998,313654849.0545837,10000
2007,KOR24,10083,414,4946,806,313654849.0545998,313654849.0545837,10000
2008,KOR24,9917,414,4672,806,313654849.0545998,313654849.0545837,10000
2009,KOR24,10443,418,5517,800,313654849.0545998,313654849.0545837,10000
2010,KOR24,10722,418,6094,800,313654849.0545998,313654849.0545837,10000
2011,KOR24,10782,418,5596,800,313654849.0545998,313654849.0545837,10000
2012,KOR24,11295,414,6150,806,313654849.0545998,313654849.0545837,10000
2013,KOR24,11695,414,6472,806,313654849.0545998,313654849.0545837,10000
2014,KOR24,9335,414,5197,806,313654849.0545998,313654849.0545837,10000
2015,KOR24,9391,414,5283,806,313654849.0545998,313654849.0545837,10000
2016,KOR24,9526,414,5359,806,313654849.0545998,313654849.0545837,10000
